,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block,Block Name,Block ID,Version Added,Order Added,Creative Only,OP Only,Commands Only,Renewable,Infinitely Automatically Farmable,,Has an Item Form,,Block Entity,Mob Spawnable On,Mob Spawnable Inside,Warden Spawnable On,Spider Spawnable Under,Light Level,Blast Resistance,Hardness,Mining Tool,Mining Level Required,Can Drop Itself,,,Insta-Mineable In Survival,Can be Waterlogged,Gets Flushed,Has Collision,Can Have a Full Block Collision,Has a Mining Hitbox,Can Have a Full Block Mining Hitbox,Can be Immovable,Disappears when Pushed,Transmits Redstone,Launches Minecart,Can Suffocate,Obeys Gravity,Requires Support Block to Place,Requires Support Block to Exist,Flammable,Catches Fire from Lava,Transparent,Filters Sky Light,Beacon can Bypass,Chest Openable Under,Tramples Farmland,Causes Damage,Fall Damage Amplification,Note Block Sound,Opens a GUI,GUI Stores Items,Rotation Availability,Can Change Block State,
,Oxeye Daisy,oxeye_daisy,1.7.2 13w36a,293,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1002
,Cornflower,cornflower,1.14 18w43a,656,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1003
,Lily of the Valley,lily_of_the_valley,1.14 18w43a,657,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1004
,Open Eyeblossom,open_eyeblossom,1.21.4 24w44a,1094,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,Yes,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1005
,Closed Eyeblossom,closed_eyeblossom,1.21.4 24w44a,1095,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,Yes,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1006
,Wither Rose,wither_rose,1.14 18w43a,658,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,TRUE,N/A,Harp,FALSE,FALSE,1,FALSE,1007
,Golden Dandelion,golden_dandelion,26.1 Snapshot 5,1168,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1008
,Sunflower,sunflower,1.7.2 13w36a,294,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,TRUE,1009
,Peony,peony,1.7.2 13w36a,295,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,TRUE,1010
,Lilac,lilac,1.7.2 13w36a,296,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,TRUE,1011
,Rose Bush,rose_bush,1.7.2 13w36a,297,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,TRUE,1012
,Pink Petals,pink_petals,1.20 Experimental 23w07a,996,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,4,TRUE,1013
,Wildflowers,wildflowers,1.21.5 25w02a,1097,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,4,TRUE,1014
,Short Grass,short_grass,Beta 1.6 Test Build 3,111,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,FALSE,FALSE,FALSE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1015
,Tall Grass,tall_grass,1.7.2 13w36a,298,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,FALSE,FALSE,FALSE,TRUE,No,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,TRUE,1016
,Fern,fern,Beta 1.6 Test Build 3,112,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,FALSE,FALSE,FALSE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1017
,Large Fern,large_fern,1.7.2 13w36a,299,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,FALSE,FALSE,FALSE,TRUE,No,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,TRUE,1018
,Bush,bush,1.21.5 25w05a,1100,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,FALSE,FALSE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1019
,Firefly Bush,firefly_bush,1.21.5 25w05a,1101,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,2,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1020
,Short Dry Grass,short_dry_grass,1.21.5 25w06a,1102,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,FALSE,FALSE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1021
,Tall Dry Grass,tall_dry_grass,1.21.5 25w06a,1103,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,FALSE,FALSE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1022
,Dead Bush,dead_bush,Beta 1.6 Test Build 3,113,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,FALSE,FALSE,FALSE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1023
,Cactus Flower,cactus_flower,1.21.5 25w06a,1104,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1024
,Cactus,cactus,Alpha v1.0.6,78,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,No,No,FALSE,0,0.4,0.4,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,TRUE,100%,Harp,FALSE,FALSE,1,TRUE,1025
,Sugar Cane,sugar_cane,Alpha v1.0.11,80,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,TRUE,1026
,Bamboo,bamboo,1.14 18w43a,659,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,No,No,FALSE,0,1,1,Sword/Axe,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,TRUE,1027
,Bamboo Shoot,bamboo_sapling,1.14 18w43a,660,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1028
,Lily Pad,lily_pad,1.0.0 Beta 1.9 Prerelease,145,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,1029
,Vines,vine,Beta 1.8 Pre-Release,134,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0.2,0.2,Shears/Axe,0,FALSE,FALSE,FALSE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,0%,Harp,FALSE,FALSE,4,TRUE,1030
,Sweet Berry Bush,sweet_berry_bush,1.14 18w49a,674,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,FALSE,No,No,No,FALSE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,TRUE,0%,Harp,FALSE,FALSE,1,TRUE,1031
,Cave Vines,cave_vines,1.17 21w05a,848,FALSE,FALSE,FALSE,Yes,Yes,FALSE,FALSE,TRUE,FALSE,No,Yes,No,TRUE,0/14,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,0%,Harp,FALSE,FALSE,1,TRUE,1032
,Cave Vines Plant,cave_vines_plant,1.17 21w05a,849,FALSE,FALSE,FALSE,Yes,Yes,FALSE,FALSE,TRUE,FALSE,No,Yes,No,TRUE,0/14,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,0%,Harp,FALSE,FALSE,1,TRUE,1033
,Moss Block,moss_block,1.17 21w05a,850,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.1,0.1,Hoe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,1034
,Moss Carpet,moss_carpet,1.17 21w05a,851,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,Hoe,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,1035
,Small Dripleaf,small_dripleaf,1.17 21w05a,852,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,FALSE,FALSE,FALSE,TRUE,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,4,TRUE,1036
,Big Dripleaf,big_dripleaf,1.17 21w05a,853,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Depends,No,TRUE,0,0.1,0.1,Axe,0,TRUE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,4,TRUE,1037
,Big Dripleaf Stem,big_dripleaf_stem,1.17 21w05a,854,FALSE,FALSE,FALSE,Yes,Yes,FALSE,FALSE,TRUE,FALSE,No,Yes,No,TRUE,0,0.1,0.1,Axe,0,TRUE,TRUE,TRUE,TRUE,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,4,TRUE,1038
,Azalea,azalea,1.17 21w05a,855,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,1039
,Flowering Azalea,flowering_azalea,1.17 21w05a,856,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,1040
,Spore Blossom,spore_blossom,1.17 21w05a,857,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1041
,Pale Moss Block,pale_moss_block,1.21.4 Experimental 24w40a,1082,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.1,0.1,Hoe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,1042
,Pale Moss Carpet,pale_moss_carpet,1.21.4 Experimental 24w40a,1083,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,Hoe,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,TRUE,1043
,Pale Hanging Moss,pale_hanging_moss,1.21.4 Experimental 24w40a,1084,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,FALSE,0,0,0,None,0,FALSE,FALSE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1044
,Hanging Roots,hanging_roots,1.17 21w05a,858,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,TRUE,0,0,0,None,0,FALSE,FALSE,FALSE,TRUE,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1045
,Mangrove Roots,mangrove_roots,1.19 22w11a,928,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.7,0.7,Axe,0,TRUE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Fully,TRUE,TRUE,FALSE,TRUE,FALSE,100%,Bass,FALSE,FALSE,1,TRUE,1046
,Muddy Mangrove Roots,muddy_mangrove_roots,1.19 22w11a,929,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.7,0.7,Shovel,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,TRUE,1047
,Glow Lichen,glow_lichen,1.17 21w03a,844,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Depends,No,FALSE,7,0.2,0.2,Axe/Shears/Sword,0,FALSE,FALSE,FALSE,TRUE,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,6,TRUE,1048
,Seagrass,seagrass,1.13 18w07a,545,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,FALSE,0,0,0,None,0,FALSE,FALSE,FALSE,TRUE,Forced,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1049
,Tall Seagrass,tall_seagrass,1.13 18w07a,546,FALSE,FALSE,FALSE,Yes,Yes,FALSE,FALSE,TRUE,FALSE,No,Yes,No,FALSE,0,0,0,None,0,FALSE,FALSE,FALSE,TRUE,Forced,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,TRUE,1050
,Sea Pickle,sea_pickle,1.13 18w14b,572,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,No,No,TRUE,0/6//9/12/15,0,0,None,0,TRUE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,TRUE,1051
,Kelp,kelp,1.13 18w07a,547,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,Yes,No,FALSE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,Forced,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,TRUE,1052
,Kelp Plant,kelp_plant,1.13 18w07a,548,FALSE,FALSE,FALSE,Yes,Yes,FALSE,FALSE,TRUE,FALSE,No,Yes,No,FALSE,0,0,0,None,0,TRUE,TRUE,TRUE,TRUE,Forced,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,1053
,Dried Kelp Block,dried_kelp_block,1.13 18w07a,549,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,2.5,0.5,Hoe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,1054
,Tube Coral Block,tube_coral_block,1.13 18w09a,551,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,FALSE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,1055
,Brain Coral Block,brain_coral_block,1.13 18w09a,552,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,FALSE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,1056
